,text,intent,slots,pattern_id
43,تمام افرادی که اقازاده هاشون اونور اب هستن و ایرانو لایق نمیدمنن باید توسط شورای نگه بان حذف بشن از کاندیتاتوری,offensive,o o o o o o o o o o o o o o o o o o o o o,3500043
44,اين عباس اخوندي و شريعتمداري رو ربات عزيز خودت نابودشون کن رحمت بر پدر مادرت,offensive,o o o o o o o o o o o o o o o,3500044
45,عجب اخطاري الان خامنه اي و رييسي ديگه خواب وخوراک ندارن ,offensive,o o o o o o o o o o o,3500045
46,بعد از چهل سال حکومت خسته نشده؟ ,offensive,o o o o o o o,3500046
47,اسطورهاي ايران بزرگ به خاطر عربها عذرخواهي کنن,offensive,o o o o o o o o,3500047
48,بزار اين چند ماهي باقي مانده حسن کليد ساز بگذر پته اينا را حتما سيد ابراهيم بيرون مي ريزه ورسوايشان بکنه ,offensive,o o o o o o o o o o o o o o o o o o o o o,3500048
49,اره خوب اِيشان تا شعار سِيد محرومان را به واقعِيت تبدِيل نکنند از پا نمِينشِيند.. همه ملتِي که بهش راِي دادن باِيد محروم بشوند ما هم به اتِيش اونها بسوزِيم,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500049
50,البته با توجه به شناختي که من از بدنه وزارتش دارم اين وزير رو هم اگر هوشمندي بخرج نده اون بدنه ضد ولايت فقيه قشنگ خاکمال ميکنه تا وزير بعدي!,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500050
51,از گرسنگي هم ميمردم يا بميرم به رييسي راي نميدادم,offensive,o o o o o o o o o o,3500051
52,اولين دولت گند ضدانقلابي,offensive,o o o o,3500052
53,آيا واقعا جنايات اين دولت و حکومت رد بايد باطنز بيان کرد,offensive,o o o o o o o o o o o o,3500053
54,آخه مردک مگر گوش نکردی رهبری گفتند تصمیمات رو ما میگیزیم وزارت خارجه مجریست,offensive,o o o o o o o o o o o o o o,3500054
55,بخاطر همين موضوع خميني وجمهوري اسلامي را علم کردن,offensive,o o o o o o o o o,3500055
56,خيلي ها از جمله من موافق هستن ولي نتونستن اون موقع در روم شرکت و نظر بدن ,offensive,o o o o o o o o o o o o o o o o o,3500056
57,با خایمالی کردن از خارجی ها نظام سقوط نمیکنه,offensive,o o o o o o o o o,3500057
58,اميدواريم يک مرد يک وطن دوست يک مومن واقعي پيدا بشه ريشه اين دولت و ساير غارتگران بيت المال را يکجا بسوزنه ,offensive,o o o o o o o o o o o o o o o o o o o o o o,3500058
59,بیشرف پول مردم ایران بردی خرج بچه های فقیرایرانم بکن,offensive,o o o o o o o o o o,3500059
60,برو کار آبدوغ خياري درست کن وکلي به نظام فحش بده و سياه نمايي کن،بهت گرين کارت ميدن ،بودجه ميدن، مرغ ميدن، سيمرغ ميدن ، اسکار ميدن ...,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500060
61,از مجلس فرمايشي و خود فروش توقع نداشته باش,offensive,o o o o o o o o o,3500061
62,ترامپ يه ادم لات بي سرپاست,offensive,o o o o o o,3500062
63,بعضي ها خيلي ها احمقند هنوز هم نفهم باقي مانده‌اند چرا که هنوز اجنبي ها را نشناختند,offensive,o o o o o o o o o o o o o o o o o,3500063
64,وزارت اطلاعات در يک خباثتِ آشکار سي ثانيه از مصاحبه‌ي اخير نرگس بانو را جدا کرد,offensive,o o o o o o o o o o o o o o o o,3500064
65,اون که نفرين پشتشه روحاني نيست کس ديگريست,offensive,o o o o o o o o,3500065
66,واقعا پدران ما ریدن یعنی چگونه خمینی را به محمدرضا پهلوی ترجیح دادند,offensive,o o o o o o o o o o o o o,3500066
67,از مجلس ارتجاعِي دولت انتحارِي درمِياِيد,offensive,o o o o o o,3500067
68,اين مردک چقد حقيره که حقيرترين دولت ايران داره تحقيرش ميکنه,offensive,o o o o o o o o o o o,3500068
69,دارن آمده ميشن براي جنگ با آمريکا,offensive,o o o o o o o,3500069
70,حکومت داعشي ايران ,offensive,o o o,3500070
71,کدوم انقلاب اسلامي,offensive,o o o,3500071
72,اوني که ميتونست در چاه نفت را ببنده محمدرضاشاه خدابيامرز بود,offensive,o o o o o o o o o o o,3500072
73,چرا نميگي ج اسلامي يا رژيم آيت الله ها يا فرقه تبهکار,offensive,o o o o o o o o o o o o,3500073
74,براندازی نظام نزديک است ادامه بده,offensive,o o o o o o,3500074
75,روحانی تا کجارو به گند کشید ,offensive,o o o o o o,3500075
76,مسئولین همه ذاتشون خرابه افتخار بايد بکنيم به آمریکا بخاطر امنيتش,offensive,o o o o o o o o o o o,3500076
77,پول نفت مردم ايران در جيب فلسطين عراق سوريه لبنان ليبي نيجريه روسيه چين,offensive,o o o o o o o o o o o o o o,3500077
78,برافراشته شدن پرچ جمهوري انيران اسلامي بر فراز فقر ملت,offensive,o o o o o o o o o o,3500078
79,پدرم و برادرم و عمويم هيچ کدام در جنگ هشت ساله شهيد نشدند که امروز مشتي خائن وطن فروش بيشرف هزار پدر بيان خاک کشور رو براي نفع خودشون دو دستي تقديم چين کنند ,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500079
80,به همين روال بره جلو گند ميزنه به روحاني احسن خواهيم گفت,offensive,o o o o o o o o o o o o,3500080
81,به خدا اين خنده هاي ظريف و روحاني به تمسخر گرفتنه مردمه,offensive,o o o o o o o o o o o o,3500081
82,بلوچها هميشه مي‌نالند که چرا بلوچستان فقيره,offensive,o o o o o o o,3500082
83,خدابهشون صبر بده.واقعا سخته دسته گلي به اين نازي رو پرپر کردن,offensive,o o o o o o o o o o o o,3500083
84,اقایان ترامپ رو ول کنید حسن چاخان و ظریف لیمنت رو بگیرید,offensive,o o o o o o o o o o o o,3500084
85,روحانيون ملعون,offensive,o o,3500085
86,کیرم تو کص ننه حکومتی ها,offensive,o o o o o o,3500086
87,به قول اون بزرگشون همين محرم وصفراست که اين آخوند ها رونگه داشته,offensive,o o o o o o o o o o o o o,3500087
88,تف تو اين حکومت ,offensive,o o o o,3500088
89,پاچه خوار يک دستوره و بايد در اين دولت رعايت بشه,offensive,o o o o o o o o o o o,3500089
90,اصلاح طلبان عامل نابودي وبدبختي کشورن.,offensive,o o o o o o,3500090
91,خاک بر سر ملتي که ميشينن پاي حرفاي اين آخوندا,offensive,o o o o o o o o o o,3500091
92,آخوند و چه به رئيس‌جمهور شدن,offensive,o o o o o o,3500092
93,خلاصه مطلب اينه که جمهوري اسلامي بدجوري ريده ,offensive,o o o o o o o o,3500093
94,الحمدلله رب العالمين که مجلس خوب تو دهني به روحاني ميزنه,offensive,o o o o o o o o o o o,3500094
95,این بي همه چيزا با اون اماما و پيغمبرا از همه نجستر هستن,offensive,o o o o o o o o o o o o o,3500095
96,امريکا که هيچ اسرائيل هيچ گوهي نمي تونه بخوره 😂😂😂😂👍👍👍,offensive,o o o o o o o o o o,3500096
97,اگه شفاف سازي بود ..هر روز اينقدر دزد واختلاسگر نمي گرفتن,offensive,o o o o o o o o o o o,3500097
98,خاک بر سر اون احمقي که ميشينه پاي منبر اين حروم زاده هاي مزدور,offensive,o o o o o o o o o o o o o o,3500098
99,نباید نجات میداد خمینی جاکش رو,offensive,o o o o o o,3500099
100,ایران با همین بایدن و دموکراتها برجام رو امضا کرده,offensive,o o o o o o o o o o,3500100
101,به لطف خدا کشاد مادر زاد ( کلانتري) جلوي ريس جمهور منتخب شفا پيدا کرد😂,offensive,o o o o o o o o o o o o o o o,3500101
102,به قول معروفي دقيقا خاطرم نيست از کيست که گفته بود ملت ايران يک حکومت به اخوند و اسلام بدهکار هستند ,offensive,o o o o o o o o o o o o o o o o o o o o o,3500102
103, اینها و توله هاي حرام زاده شون محکوم به نابودي هستن,offensive,o o o o o o o o o o o,3500103
104,ایرانوبه گوه کشیدنن مردمممم,offensive,o o o o,3500104
105,البته ببخشيد اين جماعت حکومتي اينقدر دادن که از وجب به وجب گذشته,offensive,o o o o o o o o o o o o o,3500105
106,اسم رضاشاه ونجس نکن,offensive,o o o o,3500106
107,اينا كه فتنه خودشون رو كردن,offensive,o o o o o o,3500107
108,از برکت اسلامِي که آخوند درست کرده,offensive,o o o o o o o,3500108
109,اردوغان که بچه نيست بعضيا چرت ميگن ايران بايد با ترکيه روابط خوبي داشته باشه,offensive,o o o o o o o o o o o o o o o,3500109
110,اين حکومت از صدر تا ذيلش فاسد است.,offensive,o o o o o o o o,3500110
111,آملِي عزِيز تو واقعا دِيونه اِي,offensive,o o o o o o,3500111
112,اینها مملکت به گا دادند ,offensive,o o o o o,3500112
113,تا روحانی هست جاسوسی هست,offensive,o o o o o,3500113
114,چهل سال پدرمونو دراوردی فتحعلی شاه ایران فروش,offensive,o o o o o o o o,3500114
115,بله مردک ديوانه ۳۰۰ کيلو اورانيوم رو به آمريکا تسليم کرد.,offensive,o o o o o o o o o o o,3500115
116,درست ميگه؛ درسته مردم توي تلويزيون نميبينن! ولي آقا سولاخاشو دوخته وعنقريب است که نخ سولاخاي آقا در بره ,offensive,o o o o o o o o o o o o o o o o o o o,3500116
117,آمارهايي که همچون باده معد از مسئولين صادر ميشن و هيچ ريشه اي در حقيقت نداشته و ندارند,offensive,o o o o o o o o o o o o o o o o o o,3500117
118, شعور ایرانی هارو زیر سوال نبر با تربیت خانوادگیت,offensive,o o o o o o o o o,3500118
119,به اندازه سهمي که از قدرت دارند همه شون مقصرند.,offensive,o o o o o o o o o o,3500119
120,ارواح ننه ات هر چِي از دوره اون خدابِيامرز شاه مونده بود وخوردِين وتموم کردِين,offensive,o o o o o o o o o o o o o o o,3500120
121,به چه قيمتي به قيمت مستعمره ايران ايراني به كمونيستهاي كثيف دزد و اجرايي كردن قرارداد نگين تركمن چاي بيست و پنج ساله چيني و بيست ساله روسي,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500121
122,خاک‌عالم‌برسراين‌قورمساقها آبروي‌امامهاروهم بردند,offensive,o o o,3500122
123,آخوند انگل,offensive,o o,3500123
124,خدايش همش کصشعره من تو ايرانم شماخارج چي خبردارين,offensive,o o o o o o o o o,3500124
125,اين ديوث کجا زر ميزده ,offensive,o o o o o,3500125
126,نجس اون نه نه بابايي هستند که آخوندای بي شعور نجس تر از نجاست رو به دنيا اورند,offensive,o o o o o o o o o o o o o o o o o o,3500126
127,خاک توسره اون ملت آخه جب ازاين کوسکش ديدن که اين بوگندويه شيپشورو به شاه ترجيح دادن.,offensive,o o o o o o o o o o o o o o o o o,3500127
128,جامعه‌ای که در آن معلم از همه ارزشمند تر باشد؛ مردم آن جامعه با فرهنگند...و جامعه ایی که در آن اخوند از همه بیشتر محترم باشد؛ مردمش خایه مالند .,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500128
129,تو چی میفهمی احمق نادان!!!؟؟؟ مردم زیر فشار دارند له میشن,offensive,o o o o o o o o o o o,3500129
130,اردوغان اينقدراحمق نيست پول مردم ترکيه روخرج مقاومت وتروريست کنه ملت ترکيه خواهرشوميگان,offensive,o o o o o o o o o o o o o,3500130
131,مهم اینه که مشخصه تعداد طرفداران پهلوی از بس زیاده کون خیلیا سوخته,offensive,o o o o o o o o o o o o o,3500131
132,پول ماست ریدیم با طلا دهنت بقیتون به جهنم واصل بشید,offensive,o o o o o o o o o o o,3500132
133,بله از جماعت جاهل و نا اهل بايد بيشتر ترسيد,offensive,o o o o o o o o o o,3500133
134,"اینم از نسل ""جدید و مدرن"" ایران ",offensive,o o o o o o o,3500134
135,وقتي چيزي خواسته باشند ماست مالي وماله کشي کنند آخوندها بلدن😂😂😂😂,offensive,o o o o o o o o o o o,3500135
136,انشاءالله با همون نتانياهوي کوني محشور بشن,offensive,o o o o o o o,3500136
137,اول بايد ترامپ و تمام اون حرومزاده هاييکه در شهادت حاج قاسم دست داشتند . محاکمه بشن ,offensive,o o o o o o o o o o o o o o o o o,3500137
138,از اينجا اعلام ميکنم علي اف کس ننت امثال شما خايه مالا زيادن,offensive,o o o o o o o o o o o o o,3500138
139,آمريکا اگه بدونه همين العان از پس زدن ايران برمياد چن ثانيه هم هدر نميده و ميزنه ,offensive,o o o o o o o o o o o o o o o o o,3500139
140,کير ملت ايران به دهن کثيف تمام آخوند هاي کسافت آشغال نجيس ايران خودتون چرا نميزنيد,offensive,o o o o o o o o o o o o o o o o,3500140
141,خفه شو بابا عنتر تو ميخواي براندازي کني,offensive,o o o o o o o o,3500141
142,که من ریدم توی قبر کل گروه و واحدهای معارف.,offensive,o o o o o o o o o o,3500142
143,😂😂😂چي ميگي لعنتي ورورورور,offensive,o o o o,3500143
144,بلانسبت جماعت ريدم وسط سردر ترکيه و آناليا و دهن بزرگو کوچيک,offensive,o o o o o o o o o o o o,3500144
145,هرکس ثابت کردآخوندي مغزداره يک گوشي آيفون گذاشتم کناربراش,offensive,o o o o o o o o o,3500145
146,ارع امثال تو که به اسم دِين سوار ملت مِيشِين خِيلِي باهوشِين,offensive,o o o o o o o o o o o o,3500146
147,حقيقتا از اين نظام بيشرف هيچ چيز بعيد نيست,offensive,o o o o o o o o o,3500147
148,چرا نمیگین امین مردم.خو معلوم است امین رهبری فقط تو ماست مالی کردن و دزدی هنر داره و ایضا پاچه خواری,offensive,o o o o o o o o o o o o o o o o o o o o o,3500148
149,شاشيدم به فضايل اميرالمومنينت,offensive,o o o o,3500149
150,اخه وزیر بی اختیار تو اگه عرضه داشتی بجای اینکه بیای چاپلوسی کنی یه کار مفید می کردی,offensive,o o o o o o o o o o o o o o o o o o,3500150
151,مسئولین همه مثل سگن,offensive,o o o o,3500151
152,اخه گوزو چرا این پرچم ایران رو گذاشتی بالا سرت ,offensive,o o o o o o o o o o,3500152
153,نظام جمهوری اسلامی ایران با افتخار کیری بازی کرد و با افتخار کیر شد,offensive,o o o o o o o o o o o o o o,3500153
154,حکومت دمکراتي که تو و سپاه بخوايين واسه ما ببارين رو بايد ريد بهش,offensive,o o o o o o o o o o o o o o,3500154
155, تويي که روي بيوگرافيت راجب ایرانی بودن نوشتی کجاي دينت اينجور صحبت کردن رو درست ميدونه,offensive,o o o o o o o o o o o o o o o o,3500155
156,اين آخوندا قرصاشونو نخوردن خوابیدن ,offensive,o o o o o,3500156
158,بيشرف براي دندان خراب بهترين دارو فقط هندوانه ابوبکر يغمايي و يا هندوانه محمد بن زکرياي رازي,offensive,o o o o o o o o o o o o o o o o o,3500158
159,بريد بخونيد توي اين چهل ساله مردم ايران بدست اخوندها و دوستان امريکايي به چه خواري افتادن,offensive,o o o o o o o o o o o o o o o o o,3500159
160,اين مسئولين تف باباي تو هم نميشن,offensive,o o o o o o o,3500160
161,آقا مجتبي اضافه کاري اين توله را بده . ,offensive,o o o o o o o o o,3500161
162,بابا اين رهبر کيه الکي بيخود بي جهت بزرگش کردي؟ ,offensive,o o o o o o o o o o,3500162
163,اقای وزیر رید تومملکت,offensive,o o o o,3500163
164,پس کدوم بي پدري اين خبرا رو تکذيب می‌کنه,offensive,o o o o o o o o o,3500164
165,بيگي حرف مفت زياد مي زنه ,offensive,o o o o o o,3500165
166,بي خاصيت تر از روحاني تا بحال نديديم,offensive,o o o o o o o o,3500166
167,بگذاريد در پليه خودشان براي خودشان لانه موش درست کنن راحت باشن ,offensive,o o o o o o o o o o o o,3500167
168,کجاي دين گفته شد براي امام حسين واق واق کنيد,offensive,o o o o o o o o o o,3500168
169,کيراخوندازيادي توکونت رفته اين طوري زبون درازشدي ,offensive,o o o o o o o,3500169
170,گه خورد و غلط کردن از نوع آقاي خامنه اي,offensive,o o o o o o o o o o,3500170
171,کیرم تو سر بریده ی حسین,offensive,o o o o o o,3500171
172,خوشحالم كه ميشنوم، سالهاست ميگم اخوند فقط از خون ميترسه,offensive,o o o o o o o o o o,3500172
173,آره کابل هم جنده داره حالا طالبان داره میاد دستچین کنه ببره,offensive,o o o o o o o o o o o o,3500173
174,اين کسکش هيچ چيزش شبيه مامازندراني ها نيست جز اسمش عينه لاربيجانيها,offensive,o o o o o o o o o o o o,3500174
175,جاکش کل سرمایه ایران که میده به عربها,offensive,o o o o o o o o,3500175
176,حرمت رهبری رو کردیم تو عن دراوردیم,offensive,o o o o o o o,3500176
177,گور به گور نظام,offensive,o o o o,3500177
178,حضرت خمار بود رفت يه بس بزنه بياد من اونجا بودم,offensive,o o o o o o o o o o o,3500178
179,اخه داغون نمی دونم مردم به چیه اینا رای دادن,offensive,o o o o o o o o o o,3500179
180,بزرگترين شيطاني که تاحالا بوده خامنه ايه,offensive,o o o o o o o,3500180
181,خاک تو سر يه مشت انسان احمقه بيشعور که ۴۰ ساله دارن با همين حسين حسين گفتن و عذا داري هشتاد ميليون انسانو به خاک سياه نشوندن ,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500181
182,اين يارو تو اين چندماه که به آخر دولتش مونده خل و چل شده ,offensive,o o o o o o o o o o o o o o,3500182
183,گوه خورد با جدو آبادش,offensive,o o o o o,3500183
184, به اميد نابودي حکومت کثيف و فاسد و همه دشمنان ايران,offensive,o o o o o o o o o o o,3500184
185,واقعا شعور اخوندها همين اندازه هست بخاطر همينکه ميخوان وارد مستراب شدني به پاي راستشون طناب ميبندن تا مبادا اشتباهي وارد حموم نشن,offensive,o o o o o o o o o o o o o o o o o o o o o o o,3500185
186,چرا فک میکنی کردا پرچمشون جعلیه ,offensive,o o o o o o,3500186
187,ايشون شيفته دلا رهاي ما بود ورهبر ما خر که باورش کرد,offensive,o o o o o o o o o o o o,3500187
188,بحث ضعف اين دولت ضهف در تفکر افرادشه نه در اسم و شخصيتشون,offensive,o o o o o o o o o o o o o,3500188
189,به به آقاي آخوندي دزد بي ناموس و مادر به خطا,offensive,o o o o o o o o o o o,3500189
190,تف به ذات هر چي مسئول خائن,offensive,o o o o o o o,3500190
191,بهشون بگو ببندن اون گوه خونه رو. ,offensive,o o o o o o o,3500191
192,يني کيرم تا آخر تو کوص اول آخر اون بزرگتان که خامنه اي بي اجداد خارجنده سگ ناموس بشه,offensive,o o o o o o o o o o o o o o o o o o o,3500192
193,خاله زينب در حال ريدن به آرمان‌هاي باباي کتلت‌نشانش,offensive,o o o o o o o o o,3500193
194,چاخان زر نزن ، توافق کردن برخلاف اون طرح سه ماهه مجلس برای دولت حسن چاخانتون مدتشو نامحدود کردن,offensive,o o o o o o o o o o o o o o o o o o o,3500194
195,بايد ريد به حکومتي که دست ملايان و مداحان هست,offensive,o o o o o o o o o o,3500195
196,تمام مديران ارشد و آخوندهاي چپ و راست مورد ناييد عل گدا ي قانل عضو فرقه حجنيه يا همان مدرسه علوي منحوس و مافياي اقتصادي و سياسي ايران,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500196
197,شاشيدم به دهن تو اخوند اشغال با همه عما م و پيغمبرات,offensive,o o o o o o o o o o o o,3500197
198,آخرِين تلاشهاِي دولت فاسد,offensive,o o o o,3500198
199,بي ارزش دونستن وقت رو از رئيس جمهور ما ياد گرفته,offensive,o o o o o o o o o o o,3500199
200,با غيرت که نيستن،البته بيشترشون،اگه بودن فرار نميکردن,offensive,o o o o o o o o,3500200
201,اسلام واقعي صدر اسلام که مرده است. ,offensive,o o o o o o o,3500201
202,احمدی نژاد، ثابت کرد که اصول گرا واصلاح طلب فقط یه بازیه.که کلاه سرمردم بزارید,offensive,o o o o o o o o o o o o o o o,3500202
203,پس حتما آمريکا هم سپاه قدس داره چون کرونا توي آمريکا هم وارد شده,offensive,o o o o o o o o o o o o o o,3500203
204,آقای رئیس جمهور سرشت شما بر مبناِي دروغ و چپاول است، ,offensive,o o o o o o o o o o o,3500204
205,چين کمونيست و کافر و دزد و غارتگر و سواستفاده گر حق ندارد به خاک پاک ايران دست درازي کند خاک ايران حرمت دارد,offensive,o o o o o o o o o o o o o o o o o o o o o o o o,3500205
206,اره کاملا باحضورايران البته دادن حقوق به مردمش وبدبخت کردن وگرسنه کردن مردم خودش,offensive,o o o o o o o o o o o o o o,3500206
207,مملکت بی در و پیکار. چرا این همه از هموطن های من انقدر پفیوز و بی همه چیز هستن آخه؟؟؟ سر آدم سوت میکشه.,offensive,o o o o o o o o o o o o o o o o o o o o o o o o,3500207
208,خوش ب حال تو که اينقدر حقوق ميگيري البته مردم ايران پول وحقوقي که باعث بشه اينقدر ادم خودشو خار کنه ووراجي کنه را نميپسندن,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o,3500208
209,خاک بر سر اينا که نسل ايراني رو خراب کردن وشدن سگ عربها خاک بر سر شون کنه,offensive,o o o o o o o o o o o o o o o o o o,3500209
210,آمريکا اسرائيل را مو به مو درجريان گذاشته ,offensive,o o o o o o o o,3500210
211,اين مسؤلين بي شعور وبي دين خيانت مي کنند ,offensive,o o o o o o o o o,3500211
212,ایران همیشه کشو ر شاهی بوده این خانم دوروزه امدن میگه از ایران برید ن اینکه ارث بابا ت.,offensive,o o o o o o o o o o o o o o o o o o o,3500212
213,پس شماچه کارميکنيد؟ دولت ميگه مجلس !مجلس ميگه دولت !اين وسطم ملت بيچاره به توصيه شما جو بخورن ,offensive,o o o o o o o o o o o o o o o o o o,3500213
214,.تقريبا اکثريت مجلس ونمايندگان مجلس و دولتي ها غارت گر بيت المال و دزدن,offensive,o o o o o o o o o o o o o o,3500214
215,اخه تو اين کشور چه اميدي براي زندگي وجود داره که بمونه,offensive,o o o o o o o o o o o o,3500215
216,بيشعور است درک ندارد خوشي و امنيت دلشو زده ,offensive,o o o o o o o o o,3500216
217,ارز دِيجِيتال غِير قابل ردِيابِي و تحرِيم است,offensive,o o o o o o o o,3500217
218,یک آخوند سید پدرسوخته دیروز گفت که هر چه بمردم فشار بیاوریم٫ و مردم را فقیر گرسنه نگه داریم به نفع جمهوری اسلامی است٫ و این شگرد و هدف ماست,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500218
219,چقدر سوژه هاي اين ملاهاي کثيف تابلو از پيش تعيين شده واضح به موقع و خنده دار و يه کمي مرموز مانند درست ميشه.,offensive,o o o o o o o o o o o o o o o o o o o o o o o o,3500219
220,روحاني ۸ سال اقتصاد رو فلج کرد,offensive,o o o o o o o,3500220
221,حتي اگه شده موضوع ده تا از لايواي اينده تون تشکيل شوراي انقلاب باشه اينکارو بکنيد استاد واسه تک تک اپوزسيون ها,offensive,o o o o o o o o o o o o o o o o o o o o o o,3500221
222,اقاي زاکاني عا مل پيدايش اولين بابک زنجاني که امثال شما بسيجي اقتصادي مي ناميد چه کساني بودند که در همه جا ازقبيل نفت .شهرداري .تامين اجتماعي .هواپيمايي بارانتخواري نفود پيدا کرده بود,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o o,3500222
223,آقای ظریف فردوسی ۳۰ سال زحمت کشیده فارسی را زنده کرده چه ربطی داره به تو که با برجام لعنتی ایران و فارسی را سرافکنده کردی,offensive,o o o o o o o o o o o o o o o o o o o o o o o o o o,3500223
